Header: ['id', 'url', 'source', 'retweetCount', 'replyCount', 'likeCount', 'quoteCount', 'viewCount', 'createdAt', 'lang', 'bookmarkCount', 'isReply', 'isRetweet', 'isQuote', 'isConversationControlled', 'quoteId', 'inReplyToId', 'month_year', 'illuminating_scored_message', 'election_integrity_Truth_illuminating', 'advocacy_msg_type_illuminating', 'issue_msg_type_illuminating', 'attack_msg_type_illuminating', 'image_msg_type_illuminating', 'cta_msg_type_illuminating', 'engagement_cta_subtype_illuminating', 'fundraising_cta_subtype_illuminating', 'voting_cta_subtype_illuminating', 'covid_topic_illuminating', 'economy_topic_illuminating', 'education_topic_illuminating', 'environment_topic_illuminating', 'foreign_policy_topic_illuminating', 'governance_topic_illuminating', 'health_topic_illuminating', 'immigration_topic_illuminating', 'lgbtq_issues_topic_illuminating', 'military_topic_illuminating', 'race_and_ethnicity_topic_illuminating', 'safety_topic_illuminating', 'social_and_cultural_topic_illuminating', 'technology_and_privacy_topic_illuminating', 'womens_issue_topic_illuminating', 'incivility_illuminating', 'scam_illuminating', 'freefair_illuminating', 'fraud_illuminating']

First 5 rows of raw data:
{'id': 'cc46051622b8a9c1b883a3bbf12c640b12ac1cbdc7f48a773b6cc2a65f03aa2d', 'url': 'f70a206472e9deaf6e313297c1efb891729ced346a0aeb34e16935d78f74b937', 'source': 'Twitter for iPhone', 'retweetCount': '10', 'replyCount': '37', 'likeCount': '94', 'quoteCount': '2', 'viewCount': '15610', 'createdAt': '2023-09-30 14:11:00', 'lang': 'en', 'bookmarkCount': '0', 'isReply': 'False', 'isRetweet': 'False', 'isQuote': 'False', 'isConversationControlled': 'False', 'quoteId': '', 'inReplyToId': '', 'month_year': '2023-09', 'illuminating_scored_message': '1876a8ce2704af06f47f4cf6c5bcadcda90ca7b2d03e0ca069a8c5eb7af4c983', 'election_integrity_Truth_illuminating': '0.0', 'advocacy_msg_type_illuminating': '1.0', 'issue_msg_type_illuminating': '1.0', 'attack_msg_type_illuminating': '1.0', 'image_msg_type_illuminating': '0.0', 'cta_msg_type_illuminating': '0.0', 'engagement_cta_subtype_illuminating': '0.0', 'fundraising_cta_subtype_illuminating': '0.0', 'voting_cta_subtype_illuminating': '0.0', 'covid_topic_illuminating': '0.0', 'economy_topic_illuminating': '1.0', 'education_topic_illuminating': '0.0', 'environment_topic_illuminating': '0.0', 'foreign_policy_topic_illuminating': '0.0', 'governance_topic_illuminating': '0.0', 'health_topic_illuminating': '0.0', 'immigration_topic_illuminating': '0.0', 'lgbtq_issues_topic_illuminating': '0.0', 'military_topic_illuminating': '0.0', 'race_and_ethnicity_topic_illuminating': '0.0', 'safety_topic_illuminating': '0.0', 'social_and_cultural_topic_illuminating': '0.0', 'technology_and_privacy_topic_illuminating': '0.0', 'womens_issue_topic_illuminating': '0.0', 'incivility_illuminating': '1.0', 'scam_illuminating': '0.0', 'freefair_illuminating': '0', 'fraud_illuminating': '0'}
{'id': '0e3db0c35a290c6df3b737d15882846c108cc80a9b7e5ca64a0129d4e3cd3ad7', 'url': 'a1962f54943732a0dc006c33b4b6f5764c7085a1282a59439b891ee0eb59a0dc', 'source': 'Twitter for iPhone', 'retweetCount': '421', 'replyCount': '1005', 'likeCount': '2697', 'quoteCount': '60', 'viewCount': '158324', 'createdAt': '2023-09-29 13:27:24', 'lang': 'en', 'bookmarkCount': '13', 'isReply': 'False', 'isRetweet': 'False', 'isQuote': 'False', 'isConversationControlled': 'False', 'quoteId': '', 'inReplyToId': '', 'month_year': '2023-09', 'illuminating_scored_message': 'ca5cbace947a7eaae06ef2d2423ff68788e52e76043d5a4bb569a1653707700a', 'election_integrity_Truth_illuminating': '0.0', 'advocacy_msg_type_illuminating': '1.0', 'issue_msg_type_illuminating': '1.0', 'attack_msg_type_illuminating': '1.0', 'image_msg_type_illuminating': '0.0', 'cta_msg_type_illuminating': '0.0', 'engagement_cta_subtype_illuminating': '0.0', 'fundraising_cta_subtype_illuminating': '0.0', 'voting_cta_subtype_illuminating': '0.0', 'covid_topic_illuminating': '0.0', 'economy_topic_illuminating': '0.0', 'education_topic_illuminating': '0.0', 'environment_topic_illuminating': '0.0', 'foreign_policy_topic_illuminating': '0.0', 'governance_topic_illuminating': '0.0', 'health_topic_illuminating': '0.0', 'immigration_topic_illuminating': '0.0', 'lgbtq_issues_topic_illuminating': '0.0', 'military_topic_illuminating': '0.0', 'race_and_ethnicity_topic_illuminating': '0.0', 'safety_topic_illuminating': '0.0', 'social_and_cultural_topic_illuminating': '0.0', 'technology_and_privacy_topic_illuminating': '0.0', 'womens_issue_topic_illuminating': '0.0', 'incivility_illuminating': '1.0', 'scam_illuminating': '0.0', 'freefair_illuminating': '0', 'fraud_illuminating': '0'}
{'id': '256905919085d2946d5d187abc6cbe81a8abe3384793b362fa6aa4144bf42776', 'url': '4ddbbdb7f4d8ef62fccf3ed20c993bb665b8620fedb089e81b43c0c7bc0c613e', 'source': 'Twitter for iPhone', 'retweetCount': '39', 'replyCount': '194', 'likeCount': '332', 'quoteCount': '12', 'viewCount': '35535', 'createdAt': '2023-09-27 20:31:23', 'lang': 'en', 'bookmarkCount': '1', 'isReply': 'False', 'isRetweet': 'False', 'isQuote': 'False', 'isConversationControlled': 'False', 'quoteId': '', 'inReplyToId': '', 'month_year': '2023-09', 'illuminating_scored_message': 'ac5132800ac8301dd96b6502706c0afad8b483d6d0fdc49e13916621c4adfce8', 'election_integrity_Truth_illuminating': '0.0', 'advocacy_msg_type_illuminating': '0.0', 'issue_msg_type_illuminating': '1.0', 'attack_msg_type_illuminating': '1.0', 'image_msg_type_illuminating': '1.0', 'cta_msg_type_illuminating': '0.0', 'engagement_cta_subtype_illuminating': '0.0', 'fundraising_cta_subtype_illuminating': '0.0', 'voting_cta_subtype_illuminating': '0.0', 'covid_topic_illuminating': '0.0', 'economy_topic_illuminating': '1.0', 'education_topic_illuminating': '0.0', 'environment_topic_illuminating': '0.0', 'foreign_policy_topic_illuminating': '0.0', 'governance_topic_illuminating': '0.0', 'health_topic_illuminating': '0.0', 'immigration_topic_illuminating': '0.0', 'lgbtq_issues_topic_illuminating': '0.0', 'military_topic_illuminating': '0.0', 'race_and_ethnicity_topic_illuminating': '0.0', 'safety_topic_illuminating': '0.0', 'social_and_cultural_topic_illuminating': '0.0', 'technology_and_privacy_topic_illuminating': '0.0', 'womens_issue_topic_illuminating': '0.0', 'incivility_illuminating': '1.0', 'scam_illuminating': '0.0', 'freefair_illuminating': '0', 'fraud_illuminating': '0'}
{'id': 'a461b32b31e72b222df7fdda0a8e68b0092e31deda33a8652eb443459546a4c4', 'url': 'c7e729c427e714baf06d88a2856a1be07d4ff52e1e633412ce15b0160e8f6c38', 'source': 'Twitter for iPhone', 'retweetCount': '47', 'replyCount': '332', 'likeCount': '427', 'quoteCount': '62', 'viewCount': '199642', 'createdAt': '2023-09-26 01:52:40', 'lang': 'en', 'bookmarkCount': '7', 'isReply': 'False', 'isRetweet': 'False', 'isQuote': 'False', 'isConversationControlled': 'False', 'quoteId': '', 'inReplyToId': '', 'month_year': '2023-09', 'illuminating_scored_message': 'b12b8365f96e4ce77fc72599ac977a06fb329e86c2fe839a7350ac649c306d68', 'election_integrity_Truth_illuminating': '0.0', 'advocacy_msg_type_illuminating': '1.0', 'issue_msg_type_illuminating': '0.0', 'attack_msg_type_illuminating': '0.0', 'image_msg_type_illuminating': '1.0', 'cta_msg_type_illuminating': '0.0', 'engagement_cta_subtype_illuminating': '0.0', 'fundraising_cta_subtype_illuminating': '0.0', 'voting_cta_subtype_illuminating': '0.0', 'covid_topic_illuminating': '0.0', 'economy_topic_illuminating': '0.0', 'education_topic_illuminating': '0.0', 'environment_topic_illuminating': '0.0', 'foreign_policy_topic_illuminating': '0.0', 'governance_topic_illuminating': '0.0', 'health_topic_illuminating': '0.0', 'immigration_topic_illuminating': '0.0', 'lgbtq_issues_topic_illuminating': '0.0', 'military_topic_illuminating': '0.0', 'race_and_ethnicity_topic_illuminating': '0.0', 'safety_topic_illuminating': '0.0', 'social_and_cultural_topic_illuminating': '0.0', 'technology_and_privacy_topic_illuminating': '0.0', 'womens_issue_topic_illuminating': '0.0', 'incivility_illuminating': '0.0', 'scam_illuminating': '0.0', 'freefair_illuminating': '0', 'fraud_illuminating': '0'}
{'id': 'ca2795ec79d62adc1fff06c4d3bc9da0bbc899e32c9b218798ac62a0ceae19dc', 'url': 'c589bd751d7e1d275901b184087716d3155a582b16430810211e1344d3ad2785', 'source': 'Twitter Web App', 'retweetCount': '17', 'replyCount': '46', 'likeCount': '106', 'quoteCount': '3', 'viewCount': '17917', 'createdAt': '2023-09-21 13:24:13', 'lang': 'en', 'bookmarkCount': '2', 'isReply': 'False', 'isRetweet': 'False', 'isQuote': 'False', 'isConversationControlled': 'False', 'quoteId': '', 'inReplyToId': '', 'month_year': '2023-09', 'illuminating_scored_message': '58788e34f34d8a3f530dd68d9faf79b2add251dc9a76e0e9ae927483ddd46afb', 'election_integrity_Truth_illuminating': '0.0', 'advocacy_msg_type_illuminating': '1.0', 'issue_msg_type_illuminating': '1.0', 'attack_msg_type_illuminating': '1.0', 'image_msg_type_illuminating': '1.0', 'cta_msg_type_illuminating': '0.0', 'engagement_cta_subtype_illuminating': '0.0', 'fundraising_cta_subtype_illuminating': '0.0', 'voting_cta_subtype_illuminating': '0.0', 'covid_topic_illuminating': '0.0', 'economy_topic_illuminating': '0.0', 'education_topic_illuminating': '0.0', 'environment_topic_illuminating': '0.0', 'foreign_policy_topic_illuminating': '0.0', 'governance_topic_illuminating': '0.0', 'health_topic_illuminating': '1.0', 'immigration_topic_illuminating': '1.0', 'lgbtq_issues_topic_illuminating': '0.0', 'military_topic_illuminating': '0.0', 'race_and_ethnicity_topic_illuminating': '0.0', 'safety_topic_illuminating': '1.0', 'social_and_cultural_topic_illuminating': '0.0', 'technology_and_privacy_topic_illuminating': '0.0', 'womens_issue_topic_illuminating': '0.0', 'incivility_illuminating': '1.0', 'scam_illuminating': '0.0', 'freefair_illuminating': '0', 'fraud_illuminating': '0'}

Detected numeric columns: ['advocacy_msg_type_illuminating', 'attack_msg_type_illuminating', 'bookmarkCount', 'covid_topic_illuminating', 'cta_msg_type_illuminating', 'economy_topic_illuminating', 'education_topic_illuminating', 'election_integrity_Truth_illuminating', 'engagement_cta_subtype_illuminating', 'environment_topic_illuminating', 'foreign_policy_topic_illuminating', 'fraud_illuminating', 'freefair_illuminating', 'fundraising_cta_subtype_illuminating', 'governance_topic_illuminating', 'health_topic_illuminating', 'image_msg_type_illuminating', 'immigration_topic_illuminating', 'inReplyToId', 'incivility_illuminating', 'issue_msg_type_illuminating', 'lgbtq_issues_topic_illuminating', 'likeCount', 'military_topic_illuminating', 'quoteCount', 'quoteId', 'race_and_ethnicity_topic_illuminating', 'replyCount', 'retweetCount', 'safety_topic_illuminating', 'scam_illuminating', 'social_and_cultural_topic_illuminating', 'technology_and_privacy_topic_illuminating', 'viewCount', 'voting_cta_subtype_illuminating', 'womens_issue_topic_illuminating']

===== Descriptive Statistics for Entire Dataset =====
Column                                    | Count | Mean                   | Min                   | Max                    | Std                  | Unique | Most Frequent                                                               
------------------------------------------+-------+------------------------+-----------------------+------------------------+----------------------+--------+-----------------------------------------------------------------------------
id                                        | 27304 |                        |                       |                        |                      | 27304  | cc46051622b8a9c1b883a3bbf12c640b12ac1cbdc7f48a773b6cc2a65f03aa2d (Count: 1) 
url                                       | 27304 |                        |                       |                        |                      | 27304  | f70a206472e9deaf6e313297c1efb891729ced346a0aeb34e16935d78f74b937 (Count: 1) 
source                                    | 27304 |                        |                       |                        |                      | 14     | Twitter Web App (Count: 14930)                                              
retweetCount                              | 27304 | 1322.06                | 0.0                   | 144615.0               | 3404.94              |        |                                                                             
replyCount                                | 27304 | 1063.79                | 0.0                   | 121270.0               | 3174.92              |        |                                                                             
likeCount                                 | 27304 | 6913.69                | 0.0                   | 915221.0               | 21589.91             |        |                                                                             
quoteCount                                | 27304 | 128.08                 | 0.0                   | 123320.0               | 1131.51              |        |                                                                             
viewCount                                 | 27304 | 507084.73              | 5.0                   | 333502775.0            | 3212115.16           |        |                                                                             
createdAt                                 | 27304 |                        |                       |                        |                      | 27014  | 2023-10-06 04:55:21 (Count: 4)                                              
lang                                      | 27304 |                        |                       |                        |                      | 12     | en (Count: 27281)                                                           
bookmarkCount                             | 27304 | 136.21                 | 0.0                   | 42693.0                | 712.57               |        |                                                                             
isReply                                   | 27304 |                        |                       |                        |                      | 2      | False (Count: 23930)                                                        
isRetweet                                 | 27304 |                        |                       |                        |                      | 1      | False (Count: 27304)                                                        
isQuote                                   | 27304 |                        |                       |                        |                      | 2      | False (Count: 24064)                                                        
isConversationControlled                  | 27304 |                        |                       |                        |                      | 2      | False (Count: 27296)                                                        
quoteId                                   | 3287  | 1764298396658922752.00 | 7.912639390153769e+17 | 1.8535761683325583e+18 | 68936377884959352.00 |        |                                                                             
inReplyToId                               | 3345  | 1758285724741985792.00 | 1.2400673584227e+18   | 1.853530653414859e+18  | 43605446235839016.00 |        |                                                                             
month_year                                | 27304 |                        |                       |                        |                      | 15     | 2024-10 (Count: 3586)                                                       
illuminating_scored_message               | 27304 |                        |                       |                        |                      | 27136  | 36cb7d55fcf85362ca03f624c2f574f1f55f89db559b17da084df6e643afe5cd (Count: 21)
election_integrity_Truth_illuminating     | 26034 | 0.04                   | 0.0                   | 1.0                    | 0.19                 |        |                                                                             
advocacy_msg_type_illuminating            | 26034 | 0.56                   | 0.0                   | 1.0                    | 0.50                 |        |                                                                             
issue_msg_type_illuminating               | 26034 | 0.51                   | 0.0                   | 1.0                    | 0.50                 |        |                                                                             
attack_msg_type_illuminating              | 26034 | 0.31                   | 0.0                   | 1.0                    | 0.46                 |        |                                                                             
image_msg_type_illuminating               | 26034 | 0.23                   | 0.0                   | 1.0                    | 0.42                 |        |                                                                             
cta_msg_type_illuminating                 | 26034 | 0.11                   | 0.0                   | 1.0                    | 0.31                 |        |                                                                             
engagement_cta_subtype_illuminating       | 26034 | 0.07                   | 0.0                   | 1.0                    | 0.25                 |        |                                                                             
fundraising_cta_subtype_illuminating      | 26034 | 0.01                   | 0.0                   | 1.0                    | 0.09                 |        |                                                                             
voting_cta_subtype_illuminating           | 26034 | 0.02                   | 0.0                   | 1.0                    | 0.13                 |        |                                                                             
covid_topic_illuminating                  | 26034 | 0.01                   | 0.0                   | 1.0                    | 0.09                 |        |                                                                             
economy_topic_illuminating                | 26034 | 0.16                   | 0.0                   | 1.0                    | 0.37                 |        |                                                                             
education_topic_illuminating              | 26034 | 0.02                   | 0.0                   | 1.0                    | 0.13                 |        |                                                                             
environment_topic_illuminating            | 26034 | 0.03                   | 0.0                   | 1.0                    | 0.17                 |        |                                                                             
foreign_policy_topic_illuminating         | 26034 | 0.04                   | 0.0                   | 1.0                    | 0.20                 |        |                                                                             
governance_topic_illuminating             | 26034 | 0.02                   | 0.0                   | 1.0                    | 0.15                 |        |                                                                             
health_topic_illuminating                 | 26034 | 0.06                   | 0.0                   | 1.0                    | 0.23                 |        |                                                                             
immigration_topic_illuminating            | 26034 | 0.07                   | 0.0                   | 1.0                    | 0.25                 |        |                                                                             
lgbtq_issues_topic_illuminating           | 26034 | 0.00                   | 0.0                   | 1.0                    | 0.06                 |        |                                                                             
military_topic_illuminating               | 26034 | 0.01                   | 0.0                   | 1.0                    | 0.10                 |        |                                                                             
race_and_ethnicity_topic_illuminating     | 26034 | 0.02                   | 0.0                   | 1.0                    | 0.12                 |        |                                                                             
safety_topic_illuminating                 | 26034 | 0.04                   | 0.0                   | 1.0                    | 0.19                 |        |                                                                             
social_and_cultural_topic_illuminating    | 26034 | 0.05                   | 0.0                   | 1.0                    | 0.22                 |        |                                                                             
technology_and_privacy_topic_illuminating | 26034 | 0.00                   | 0.0                   | 1.0                    | 0.05                 |        |                                                                             
womens_issue_topic_illuminating           | 26034 | 0.02                   | 0.0                   | 1.0                    | 0.15                 |        |                                                                             
incivility_illuminating                   | 26034 | 0.18                   | 0.0                   | 1.0                    | 0.38                 |        |                                                                             
scam_illuminating                         | 26034 | 0.01                   | 0.0                   | 1.0                    | 0.11                 |        |                                                                             
freefair_illuminating                     | 27304 | 0.00                   | 0.0                   | 1.0                    | 0.04                 |        |                                                                             
fraud_illuminating                        | 27304 | 0.00                   | 0.0                   | 1.0                    | 0.05                 |        |                                                                             

===== Grouped by source (showing first 3 groups) =====

===== Descriptive Statistics for group: source=Twitter for iPhone =====
Column                                    | Count | Mean                   | Min                   | Max                    | Std                  | Unique | Most Frequent                                                               
------------------------------------------+-------+------------------------+-----------------------+------------------------+----------------------+--------+-----------------------------------------------------------------------------
id                                        | 8494  |                        |                       |                        |                      | 8494   | cc46051622b8a9c1b883a3bbf12c640b12ac1cbdc7f48a773b6cc2a65f03aa2d (Count: 1) 
url                                       | 8494  |                        |                       |                        |                      | 8494   | f70a206472e9deaf6e313297c1efb891729ced346a0aeb34e16935d78f74b937 (Count: 1) 
source                                    | 8494  |                        |                       |                        |                      | 1      | Twitter for iPhone (Count: 8494)                                            
retweetCount                              | 8494  | 612.62                 | 0.0                   | 67113.0                | 2155.80              |        |                                                                             
replyCount                                | 8494  | 289.79                 | 0.0                   | 30215.0                | 1035.90              |        |                                                                             
likeCount                                 | 8494  | 3741.96                | 0.0                   | 588065.0               | 15955.77             |        |                                                                             
quoteCount                                | 8494  | 43.78                  | 0.0                   | 6552.0                 | 190.68               |        |                                                                             
viewCount                                 | 8494  | 245622.12              | 9.0                   | 31294362.0             | 954460.30            |        |                                                                             
createdAt                                 | 8494  |                        |                       |                        |                      | 8431   | 2023-09-25 15:22:49 (Count: 3)                                              
lang                                      | 8494  |                        |                       |                        |                      | 9      | en (Count: 8482)                                                            
bookmarkCount                             | 8494  | 69.80                  | 0.0                   | 22901.0                | 402.93               |        |                                                                             
isReply                                   | 8494  |                        |                       |                        |                      | 2      | False (Count: 6687)                                                         
isRetweet                                 | 8494  |                        |                       |                        |                      | 1      | False (Count: 8494)                                                         
isQuote                                   | 8494  |                        |                       |                        |                      | 2      | False (Count: 6665)                                                         
isConversationControlled                  | 8494  |                        |                       |                        |                      | 2      | False (Count: 8487)                                                         
quoteId                                   | 1856  | 1750619654708871936.00 | 7.957424011553833e+17 | 1.8535761683325583e+18 | 65010733739438864.00 |        |                                                                             
inReplyToId                               | 1798  | 1748087775889040640.00 | 1.2400673584227e+18   | 1.8531339084197724e+18 | 34555204929893568.00 |        |                                                                             
month_year                                | 8494  |                        |                       |                        |                      | 15     | 2023-11 (Count: 1347)                                                       
illuminating_scored_message               | 8494  |                        |                       |                        |                      | 8443   | 1d2cc25fad0d66a295d4fafdd590d71d0e027a1d2a58cf5db0c58ba09b930e04 (Count: 11)
election_integrity_Truth_illuminating     | 8168  | 0.04                   | 0.0                   | 1.0                    | 0.20                 |        |                                                                             
advocacy_msg_type_illuminating            | 8168  | 0.50                   | 0.0                   | 1.0                    | 0.50                 |        |                                                                             
issue_msg_type_illuminating               | 8168  | 0.43                   | 0.0                   | 1.0                    | 0.49                 |        |                                                                             
attack_msg_type_illuminating              | 8168  | 0.23                   | 0.0                   | 1.0                    | 0.42                 |        |                                                                             
image_msg_type_illuminating               | 8168  | 0.18                   | 0.0                   | 1.0                    | 0.39                 |        |                                                                             
cta_msg_type_illuminating                 | 8168  | 0.11                   | 0.0                   | 1.0                    | 0.31                 |        |                                                                             
engagement_cta_subtype_illuminating       | 8168  | 0.08                   | 0.0                   | 1.0                    | 0.27                 |        |                                                                             
fundraising_cta_subtype_illuminating      | 8168  | 0.01                   | 0.0                   | 1.0                    | 0.08                 |        |                                                                             
voting_cta_subtype_illuminating           | 8168  | 0.01                   | 0.0                   | 1.0                    | 0.10                 |        |                                                                             
covid_topic_illuminating                  | 8168  | 0.01                   | 0.0                   | 1.0                    | 0.08                 |        |                                                                             
economy_topic_illuminating                | 8168  | 0.10                   | 0.0                   | 1.0                    | 0.30                 |        |                                                                             
education_topic_illuminating              | 8168  | 0.02                   | 0.0                   | 1.0                    | 0.13                 |        |                                                                             
environment_topic_illuminating            | 8168  | 0.03                   | 0.0                   | 1.0                    | 0.16                 |        |                                                                             
foreign_policy_topic_illuminating         | 8168  | 0.05                   | 0.0                   | 1.0                    | 0.23                 |        |                                                                             
governance_topic_illuminating             | 8168  | 0.02                   | 0.0                   | 1.0                    | 0.15                 |        |                                                                             
health_topic_illuminating                 | 8168  | 0.04                   | 0.0                   | 1.0                    | 0.18                 |        |                                                                             
immigration_topic_illuminating            | 8168  | 0.04                   | 0.0                   | 1.0                    | 0.20                 |        |                                                                             
lgbtq_issues_topic_illuminating           | 8168  | 0.00                   | 0.0                   | 1.0                    | 0.06                 |        |                                                                             
military_topic_illuminating               | 8168  | 0.01                   | 0.0                   | 1.0                    | 0.09                 |        |                                                                             
race_and_ethnicity_topic_illuminating     | 8168  | 0.02                   | 0.0                   | 1.0                    | 0.13                 |        |                                                                             
safety_topic_illuminating                 | 8168  | 0.02                   | 0.0                   | 1.0                    | 0.15                 |        |                                                                             
social_and_cultural_topic_illuminating    | 8168  | 0.03                   | 0.0                   | 1.0                    | 0.18                 |        |                                                                             
technology_and_privacy_topic_illuminating | 8168  | 0.00                   | 0.0                   | 1.0                    | 0.04                 |        |                                                                             
womens_issue_topic_illuminating           | 8168  | 0.01                   | 0.0                   | 1.0                    | 0.09                 |        |                                                                             
incivility_illuminating                   | 8168  | 0.14                   | 0.0                   | 1.0                    | 0.35                 |        |                                                                             
scam_illuminating                         | 8168  | 0.01                   | 0.0                   | 1.0                    | 0.10                 |        |                                                                             
freefair_illuminating                     | 8494  | 0.00                   | 0.0                   | 1.0                    | 0.03                 |        |                                                                             
fraud_illuminating                        | 8494  | 0.00                   | 0.0                   | 1.0                    | 0.06                 |        |                                                                             

===== Descriptive Statistics for group: source=Twitter Web App =====
Column                                    | Count | Mean                   | Min                   | Max                   | Std                  | Unique | Most Frequent                                                               
------------------------------------------+-------+------------------------+-----------------------+-----------------------+----------------------+--------+-----------------------------------------------------------------------------
id                                        | 14930 |                        |                       |                       |                      | 14930  | ca2795ec79d62adc1fff06c4d3bc9da0bbc899e32c9b218798ac62a0ceae19dc (Count: 1) 
